Numero;Partie;NbJoueurs;Titre;Gagnant;Premium;Vocale;Mumble;Anonyme;Sans Points;Selective;MDJ;Capitaine;VO;VC;St-Patrick;Halloween;Créateur;dateDebut;dateFin;heureDebut;heureFin;Duree;nbVotes;nbDevotes;NbInterventions;Simple Villageois;Loup-Garou;Voyante;Salvateur;Sorcière;Chasseur;Chasseur Bavard;Cupidon;Ancien;Loup-Garou Blanc;Chaman;Voleur;Petite Fille;Idiot du Village;Bouc émissaire;Joueur de Flûte;Enfant Sauvage;Corbeau;Villageois-Villageois;Ange;Infect Père des Loups;Grand Méchant Loup;Soeurs;Montreur d'Ours;Renard;Chien Loup;Frères;Chevalier à l'Epée rouillée;Marionnettiste;Juge Bègue;Voyante Bavarde;Lapin Blanc;Ankou;Noctambule;Couple
3695229;Spéciale;14;Première partie hyp1/hyp2;Loups-Garous;None;False;False;False;None;None;True;False;False;False;None;None;caus909;30/11/2015;30/11/2015;00h16;00h58;42;88;1;621;1;3;0;1;1;1;0;1;0;0;1;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Surimi-Symphonian
3695231;Fun;6;Suicideboy;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Suicideboy;30/11/2015;30/11/2015;01h17;01h17;%s;0;0;1;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None
3695233;Carnage;6;Bobot;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None;Bobot;30/11/2015;30/11/2015;01h39;01h39;1;0;0;0;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;None
3695236;Normale;12;Y'a quelqu'un ?;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None;caus909;30/11/2015;30/11/2015;04h30;04h53;23;36;0;179;6;3;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None
3695241;Fun;12;Twinkle;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Cookiesx;30/11/2015;30/11/2015;04h42;04h59;17;30;2;219;0;3;0;1;1;1;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;rafiki25-Cookiesx
3695244;Normale;0;TUTORIEL;Villageois;None;False;False;False;None;None;False;False;False;False;None;None; ;01/01/1970;01/01/1970;04h35;04h40;24147580;8;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None
3695247;Fun;12;Patapouf;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Champagna;30/11/2015;30/11/2015;04h57;05h20;24;30;1;178;0;2;0;1;1;1;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Themystic-Clairedu22
3695248;Fun;6;Lapinous garous;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Thebud;30/11/2015;30/11/2015;05h07;05h14;7;8;1;54;3;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None
3695252;Fun;9;PalestinVaincra;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Craqui;30/11/2015;30/11/2015;05h14;05h22;8;11;1;32;0;2;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None
3695254;Fun;13;Twinkle;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None;Cookiesx;30/11/2015;30/11/2015;05h06;05h23;18;14;0;161;0;2;0;1;1;1;0;1;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Cookiesx-wydadman
3695257;Fun;6;Lapinous garous;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None;Thebud;30/11/2015;30/11/2015;05h17;05h20;3;2;0;15;1;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Thebud-Taup
3695259;Fun;6;Lapinous garous;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None;Thebud;30/11/2015;30/11/2015;05h22;05h25;4;7;0;19;0;1;0;0;0;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Thebud-Taup
3695262;Fun;10;PalestinVaincra;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Craqui;30/11/2015;30/11/2015;05h30;05h40;10;9;2;36;2;2;1;1;1;1;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None
3695263;Fun;13;Twinkle;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None;Cookiesx;30/11/2015;30/11/2015;05h33;05h51;18;23;0;245;0;2;0;1;1;1;0;1;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Cookiesx-rafiki25
3695264;Fun;6;Lapinous garous;Amoureux;None;False;False;False;None;None;False;False;False;False;None;None;Thebud;30/11/2015;30/11/2015;05h26;05h33;7;8;0;38;0;1;0;0;0;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;igitur-Lyyyne
3695274;Fun;6;Lapinous garous;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Thebud;30/11/2015;30/11/2015;05h56;06h01;5;12;1;38;0;1;0;0;0;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;igitur-Amarra
3695275;Fun;6;PalestinVaincra;Villageois;None;False;False;False;None;None;False;False;False;True;None;None;Craqui;30/11/2015;30/11/2015;06h09;06h12;4;0;0;29;0;1;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None
3695279;Fun;8;Twinkle;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None;Grisous;30/11/2015;30/11/2015;06h14;06h23;10;9;1;75;0;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Grisous-Nekalwym
3695280;Fun;6;PalestinVaincra;Villageois;None;False;False;False;None;None;False;False;False;True;None;None;Craqui;30/11/2015;30/11/2015;06h33;06h40;7;0;0;45;0;1;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None
3695281;Fun;7;Lapinous garous;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Thebud;30/11/2015;30/11/2015;06h15;06h22;7;13;1;59;0;1;0;0;1;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Taup-Amarra
3695282;Fun;7;Lapinous garous;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Thebud;30/11/2015;30/11/2015;06h23;06h32;8;9;0;37;0;1;0;0;1;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Amarra-igitur
3695287;Fun;7;Lapinous garous;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None;Thebud;30/11/2015;30/11/2015;06h38;06h47;9;21;2;69;0;1;0;0;1;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;igitur-Michouswag
3695289;Fun;7;Lapinous garous;Amoureux;None;False;False;False;None;None;False;False;False;False;None;None;Thebud;30/11/2015;30/11/2015;06h48;06h56;8;13;2;63;0;1;0;0;1;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;igitur-Amarra
3695292;Fun;6;PalestinVaincra;Villageois;None;False;False;False;None;None;False;False;False;True;None;None;Craqui;30/11/2015;30/11/2015;07h14;07h21;7;0;0;25;0;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None
3695295;Fun;7;Twinkle;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Grisous;30/11/2015;30/11/2015;07h22;07h29;7;17;4;83;0;2;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Maauvp-Pogovernor
3695305;Fun;6;PalestinVaincra;Villageois;None;False;False;False;None;None;False;False;False;True;None;None;Craqui;30/11/2015;30/11/2015;07h50;07h54;4;0;0;1;0;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None
3695309;Fun;6;PalestinVaincra;Villageois;None;False;False;False;None;None;False;False;False;True;None;None;Craqui;30/11/2015;30/11/2015;07h54;07h58;4;0;0;23;0;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None
3695311;Fun;6;PalestinVaincra;Villageois;None;False;False;False;None;None;False;False;False;True;None;None;Craqui;30/11/2015;30/11/2015;07h59;08h06;7;0;0;29;0;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None
3695312;Fun;7;PalestinVaincra;Villageois;None;False;False;False;None;None;False;False;False;True;None;None; Craqui;30/11/2015;30/11/2015;08h08;08h19;11;0;0;53;0;2;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Craqui-Jsuiskaka
3695313;Carnage;6;Viendez :3;Amoureux;None;False;False;False;None;None;False;False;False;False;None;None;Fnxro;30/11/2015;30/11/2015;08h19;08h23;4;3;0;9;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Malutess-Fantasiah
3695322;Fun;8;PalestinVaincra;Villageois;None;False;False;False;None;None;False;False;False;True;None;None;Craqui;30/11/2015;30/11/2015;08h32;08h40;8;0;0;23;0;2;1;1;1;1;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Craqui-Taup
3695323;Fun;9;Twinkle;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None;Grisous;30/11/2015;30/11/2015;08h34;08h46;12;25;4;136;0;2;0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Grisous-Nekalwym
3695324;Carnage;6;Viendez :3;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Fnxro;30/11/2015;30/11/2015;08h34;08h37;3;4;1;8;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Fnxro-Malutess
3695331;Fun;9;Twinkle;Amoureux;None;False;False;False;None;None;False;False;False;False;None;None;Grisous;30/11/2015;30/11/2015;08h49;09h03;14;25;3;152;0;2;0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;jordanp-Pogovernor
3695335;Fun;9;Twinkle;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Grisous;30/11/2015;30/11/2015;09h06;09h15;9;14;0;68;0;2;0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Yashi1-jerem22
3695336;Fun;14;licorne;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Napoleon2;30/11/2015;30/11/2015;09h14;10h30;76;3;0;22;0;3;0;1;1;1;0;1;1;0;1;1;1;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Grony-Vedebey
3695337;Fun;12;MAC de merde;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None; Guildarttz;30/11/2015;30/11/2015;09h14;10h36;82;6;0;20;0;3;0;1;1;1;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;None
3695338;Fun;10;Killeur Family;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;killeur21;30/11/2015;30/11/2015;09h19;09h31;13;30;2;111;0;2;1;1;1;1;0;1;0;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Jeantoin-cop1dereve
3695339;Fun;9;Twinkle;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Grisous;30/11/2015;30/11/2015;09h18;09h24;6;9;1;72;0;2;0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Traffy-Yashi1
3695341;Carnage;6;Viendez :3;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Azphel;30/11/2015;30/11/2015;09h22;09h26;4;3;1;13;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;yocomando-Islow
3695343;Normale;0;TUTORIEL;Villageois;None;False;False;False;None;None;False;False;False;False;None;None; ;01/01/1970;01/01/1970;09h24;09h31;24147871;8;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None
3695346;Carnage;6;Viendez :3;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;snakids;30/11/2015;30/11/2015;09h27;09h31;4;8;0;32;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;snakids-Ladli
3695348;Fun;8;Chaos Emerald;Ange;None;False;False;False;None;None;False;False;False;False;None;None;Sgpgm;30/11/2015;30/11/2015;09h30;09h35;5;11;2;40;0;2;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Claramiaou-matnidesko
3695351;Fun;12;Killeur Family;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;killeur21;30/11/2015;30/11/2015;09h34;09h52;18;32;7;182;0;3;1;1;1;1;0;1;0;0;1;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;killeur21-vvictoriaa
3695354;Fun;12;MAC de merde;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None;Guildarttz;30/11/2015;30/11/2015;09h47;10h02;15;17;4;61;0;3;0;1;1;1;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;None
3695355;Carnage;6;Viendez :3;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;snakids;30/11/2015;30/11/2015;09h36;09h41;4;4;0;26;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Work-Malutess
3695356;Fun;8;Chaos Emerald;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Sgpgm;30/11/2015;30/11/2015;09h38;09h45;7;8;0;41;0;2;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;matnidesko-Stylise
3695359;Fun;10;Twinkle;Loup-Blanc;None;False;False;False;None;None;False;False;False;False;None;None;Grisous;30/11/2015;30/11/2015;09h40;09h55;15;28;4;140;0;2;0;1;1;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Romain80-Vaalouu
3695361;Carnage;6;Viendez :3;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;snakids;30/11/2015;30/11/2015;09h44;09h47;3;4;1;12;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;yocomando-Ladli
3695362;Normale;0;TUTORIEL;Villageois;None;False;False;False;None;None;False;False;False;False;None;None; ;01/01/1970;01/01/1970;09h45;09h48;24147889;9;1;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None
3695364;Fun;8;TSTI;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Vaalouu;30/11/2015;30/11/2015;10h14;10h19;5;5;0;9;0;2;0;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Vaalouu-Romain80
3695367;Fun;11;Olive;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None;Clapoune;30/11/2015;30/11/2015;09h53;10h13;20;26;0;106;1;2;0;1;1;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Rasboutine-Once
3695370;Carnage;6;Chez Jawad;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Work;30/11/2015;30/11/2015;09h55;09h58;4;3;0;15;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Lylyson17-Abrikoh
3695371;Fun;9;Twinkle;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Grisous;30/11/2015;30/11/2015;10h04;10h11;7;8;0;50;0;2;0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Art2001-Benunuuuu
3695376;Carnage;6;Chez Jawad;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Work;30/11/2015;30/11/2015;10h00;10h03;4;3;0;24;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Abrikoh-Malutess
3695378;Carnage;6;Bymoi;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Bymoi;30/11/2015;30/11/2015;10h05;10h09;4;4;0;9;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Sgpgm-Schiemi
3695385;Carnage;6;Chez Jawad;Amoureux;None;False;False;False;None;None;False;False;False;False;None;None;Work;30/11/2015;30/11/2015;10h07;10h11;4;7;2;20;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Malutess-Work
3695387;Fun;12;Killeur Family;Ange;None;False;False;False;None;None;False;False;False;False;None;None;killeur21;30/11/2015;30/11/2015;10h16;10h21;5;9;0;40;0;3;1;1;1;1;0;1;0;0;1;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;desbaemi26-killeur21
3695390;Carnage;6;Chez Jawad;Amoureux;None;False;False;False;None;None;False;False;False;False;None;None;Work;30/11/2015;30/11/2015;10h12;10h16;4;3;0;15;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Kilgrave-Lylyson17
3695393;Carnage;6;Chez Jawad;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Bymoi;30/11/2015;30/11/2015;10h42;10h47;5;7;2;16;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Bymoi-Cassette
3695397;Fun;12;Killeur Family;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;killeur21;30/11/2015;30/11/2015;10h23;10h33;10;6;0;36;0;3;1;1;1;1;0;1;0;0;1;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Helenao-Youny
3695399;Fun;12;Cookies;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None;Esme88;30/11/2015;30/11/2015;10h32;10h50;18;24;5;76;0;3;0;1;1;1;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Ilovezoul-stdoupar
3695405;Fun;15;U Know;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Lager;30/11/2015;30/11/2015;10h53;11h13;20;32;0;88;0;3;0;1;1;1;0;1;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;vampyr-afimaloz
3695406;Carnage;6;Chez Jawad 3;Amoureux;None;False;False;False;None;None;False;False;False;False;None;None;Work;30/11/2015;30/11/2015;10h30;10h35;4;4;0;10;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Work-Malutess
3695407;Fun;12;Olive;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Clapoune;30/11/2015;30/11/2015;10h38;10h55;18;23;1;104;0;3;0;1;1;1;0;1;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Clapoune-snakids
3695408;Fun;9;Twinkle;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Art2001;30/11/2015;30/11/2015;10h38;10h48;10;12;1;38;0;2;0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Gandaalf-ghost45
3695409;Fun;13;Sn0opy;Joueur de Flûte;None;False;False;False;None;None;False;False;False;False;None;None;Sn0opy;30/11/2015;30/11/2015;10h41;10h55;14;21;2;57;0;3;1;1;1;1;0;1;0;0;1;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sn0opy-Ilovezoul
3695415;Fun;9;Les Fifouney;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Brali95;30/11/2015;30/11/2015;10h43;10h55;12;12;0;61;0;2;1;1;1;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ghost45-Whitehair
3695416;Carnage;6;Chez Jawad 3;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None;Work;30/11/2015;30/11/2015;10h43;10h44;2;0;0;0;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;necronoman-Azphel
3695417;Fun;11;Genouille;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Genouille;30/11/2015;30/11/2015;10h53;11h06;12;14;1;78;0;2;0;1;1;1;0;1;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Genouille-jojodu41
3695424;Fun;12;Cookies;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Esme88;30/11/2015;30/11/2015;10h56;11h15;19;15;0;55;0;3;0;1;1;1;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Coquindu33-randomm
3695425;Fun;8;c'est moi meme;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;thepiaf;30/11/2015;30/11/2015;10h56;11h06;10;6;2;51;0;2;0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;roushie-Alambik
3695426;Carnage;6;Chez Jawad;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Cassette;30/11/2015;30/11/2015;10h57;11h01;4;2;1;10;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Cassette-Wyattraph
3695428;Carnage;6;Chez Jawad 3;Personne;None;False;False;False;None;None;False;False;False;False;None;None;Work;30/11/2015;30/11/2015;10h57;11h04;7;3;0;16;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Work-Azphel
3695431;Fun;12;Regwar;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Regwar;30/11/2015;30/11/2015;11h05;11h24;19;24;4;68;0;3;0;1;1;1;0;1;0;0;1;1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;None
3695435;Fun;12;Genouille;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Danwolf;30/11/2015;30/11/2015;11h12;11h35;22;40;5;175;0;3;0;1;1;1;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Danwolf-Zieynab94
3695441;Carnage;6;Chez Jawad;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None;Badpatate;30/11/2015;30/11/2015;11h12;11h16;4;2;0;9;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Thorom-Royukdhg
3695442;Fun;15;U Know;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Lager;30/11/2015;30/11/2015;11h23;11h39;16;19;2;75;0;3;0;1;1;1;0;1;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Maureenlcs-mime01
3695443;Carnage;6;Chez Jawad 3;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Work;30/11/2015;30/11/2015;11h18;11h22;4;5;0;10;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Theboss95-Malutess
3695447;Fun;9;MelonKiwi;Loup-Blanc;None;False;False;False;None;None;False;False;False;False;None;None;Krack;30/11/2015;30/11/2015;11h26;11h38;11;9;0;35;0;2;1;1;1;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;joewolf-Royukdhg
3695451;Fun;14;Regwar;Amoureux;None;False;False;False;None;None;False;False;False;False;None;None;Regwar;30/11/2015;30/11/2015;11h29;11h49;20;27;0;80;0;3;0;1;1;1;0;1;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Regwar-Quentin12
3695452;Fun;8;c'est moi meme;Amoureux;None;False;False;False;None;None;False;False;False;False;None;None;Yukiokun;30/11/2015;30/11/2015;11h38;11h47;9;13;2;55;0;2;0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Romain80-bunnie
3695456;Fun;10;Tous chez Jawad;Loups-Garous;None;False;False;False;None;None;False;False;False;False;None;None;Grony;30/11/2015;30/11/2015;11h35;11h53;18;37;10;102;3;2;0;0;1;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;None
3695457;Fun;12;Hist litt mdr;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Anthojaj;30/11/2015;30/11/2015;11h42;12h02;20;62;1;166;0;2;0;1;1;1;0;1;0;1;1;1;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Tiflo-Vaalouu
3695461;Fun;13;Sn0opy;Villageois;None;False;False;False;None;None;False;False;False;False;None;None;Sn0opy;30/11/2015;30/11/2015;11h43;12h02;18;39;1;153;0;3;0;1;1;1;0;1;0;0;1;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;arbog-Abdoul13
